Date/Time	Counts	Val 1	Val 2
27.02.2023 13:03:36	2	3.2 cps	192.0 cpm
27.02.2023 13:03:37	1	2.7 cps	162.0 cpm
27.02.2023 13:03:38	5	2.5 cps	150.0 cpm
27.02.2023 13:03:39	3	2.6 cps	156.0 cpm
27.02.2023 13:03:40	5	3.0 cps	180.0 cpm
27.02.2023 13:03:41	7	3.5 cps	210.0 cpm
27.02.2023 13:03:42	2	3.3 cps	198.0 cpm
27.02.2023 13:03:43	1	3.2 cps	192.0 cpm
27.02.2023 13:03:44	6	3.4 cps	204.0 cpm
27.02.2023 13:03:45	6	3.8 cps	228.0 cpm
27.02.2023 13:03:46	3	3.9 cps	234.0 cpm
27.02.2023 13:03:47	3	4.1 cps	246.0 cpm
27.02.2023 13:03:48	5	4.1 cps	246.0 cpm
27.02.2023 13:03:49	2	4.0 cps	240.0 cpm
27.02.2023 13:03:50	4	3.9 cps	234.0 cpm
27.02.2023 13:03:51	3	3.5 cps	210.0 cpm
27.02.2023 13:03:52	4	3.7 cps	222.0 cpm
27.02.2023 13:03:53	7	4.3 cps	258.0 cpm
27.02.2023 13:03:54	1	3.8 cps	228.0 cpm
27.02.2023 13:03:55	3	3.5 cps	210.0 cpm
27.02.2023 13:03:56	2	3.4 cps	204.0 cpm
27.02.2023 13:03:57	1	3.2 cps	192.0 cpm
27.02.2023 13:03:58	4	3.1 cps	186.0 cpm
27.02.2023 13:03:59	4	3.3 cps	198.0 cpm
27.02.2023 13:04:00	2	3.1 cps	186.0 cpm
27.02.2023 13:04:01	4	3.2 cps	192.0 cpm
27.02.2023 13:04:02	8	3.6 cps	216.0 cpm
27.02.2023 13:04:03	1	3.0 cps	180.0 cpm
27.02.2023 13:04:04	4	3.3 cps	198.0 cpm
27.02.2023 13:04:05	3	3.3 cps	198.0 cpm
27.02.2023 13:04:06	4	3.5 cps	210.0 cpm
27.02.2023 13:04:07	2	3.6 cps	216.0 cpm
27.02.2023 13:04:08	1	3.3 cps	198.0 cpm
27.02.2023 13:04:09	2	3.1 cps	186.0 cpm
27.02.2023 13:04:10	2	3.1 cps	186.0 cpm
27.02.2023 13:04:11	2	2.9 cps	174.0 cpm
27.02.2023 13:04:12	1	2.2 cps	132.0 cpm
27.02.2023 13:04:13	4	2.5 cps	150.0 cpm
27.02.2023 13:04:14	4	2.5 cps	150.0 cpm
27.02.2023 13:04:15	3	2.5 cps	150.0 cpm
27.02.2023 13:04:16	7	2.8 cps	168.0 cpm
27.02.2023 13:04:17	5	3.1 cps	186.0 cpm
27.02.2023 13:04:18	6	3.6 cps	216.0 cpm
27.02.2023 13:04:19	2	3.6 cps	216.0 cpm
27.02.2023 13:04:20	6	4.0 cps	240.0 cpm
27.02.2023 13:04:21	1	3.9 cps	234.0 cpm
27.02.2023 13:04:22	5	4.3 cps	258.0 cpm
27.02.2023 13:04:23	2	4.1 cps	246.0 cpm
27.02.2023 13:04:24	3	4.0 cps	240.0 cpm
27.02.2023 13:04:25	7	4.4 cps	264.0 cpm
27.02.2023 13:04:26	1	3.8 cps	228.0 cpm
27.02.2023 13:04:27	4	3.7 cps	222.0 cpm
27.02.2023 13:04:28	1	3.2 cps	192.0 cpm
27.02.2023 13:04:29	3	3.3 cps	198.0 cpm
27.02.2023 13:04:30	1	2.8 cps	168.0 cpm
27.02.2023 13:04:31	6	3.3 cps	198.0 cpm
27.02.2023 13:04:32	1	2.9 cps	174.0 cpm
27.02.2023 13:04:33	1	2.8 cps	168.0 cpm
27.02.2023 13:04:34	6	3.1 cps	186.0 cpm
27.02.2023 13:04:35	4	2.8 cps	168.0 cpm
27.02.2023 13:04:36	3	3.0 cps	180.0 cpm
27.02.2023 13:04:37	1	2.7 cps	162.0 cpm
27.02.2023 13:04:38	1	2.7 cps	162.0 cpm
27.02.2023 13:04:39	7	3.1 cps	186.0 cpm
27.02.2023 13:04:40	5	3.5 cps	210.0 cpm
27.02.2023 13:04:41	4	3.3 cps	198.0 cpm
27.02.2023 13:04:42	2	3.4 cps	204.0 cpm
27.02.2023 13:04:43	5	3.8 cps	228.0 cpm
27.02.2023 13:04:44	0	3.2 cps	192.0 cpm
27.02.2023 13:04:45	1	2.9 cps	174.0 cpm
27.02.2023 13:04:46	4	3.0 cps	180.0 cpm
27.02.2023 13:04:47	4	3.3 cps	198.0 cpm
27.02.2023 13:04:48	2	3.4 cps	204.0 cpm
27.02.2023 13:04:49	2	2.9 cps	174.0 cpm
27.02.2023 13:04:50	3	2.7 cps	162.0 cpm
27.02.2023 13:04:51	5	2.8 cps	168.0 cpm
27.02.2023 13:04:52	4	3.0 cps	180.0 cpm
27.02.2023 13:04:53	3	2.8 cps	168.0 cpm
27.02.2023 13:04:54	4	3.2 cps	192.0 cpm
27.02.2023 13:04:55	5	3.6 cps	216.0 cpm
27.02.2023 13:04:56	8	4.0 cps	240.0 cpm
27.02.2023 13:04:57	3	3.9 cps	234.0 cpm
27.02.2023 13:04:58	0	3.7 cps	222.0 cpm
27.02.2023 13:04:59	4	3.9 cps	234.0 cpm
27.02.2023 13:05:00	4	4.0 cps	240.0 cpm
27.02.2023 13:05:01	4	3.9 cps	234.0 cpm
27.02.2023 13:05:02	0	3.5 cps	210.0 cpm
27.02.2023 13:05:03	4	3.6 cps	216.0 cpm
27.02.2023 13:05:04	1	3.3 cps	198.0 cpm
27.02.2023 13:05:05	1	2.9 cps	174.0 cpm
27.02.2023 13:05:06	3	2.4 cps	144.0 cpm
27.02.2023 13:05:07	8	2.9 cps	174.0 cpm
27.02.2023 13:05:08	5	3.4 cps	204.0 cpm
27.02.2023 13:05:09	2	3.2 cps	192.0 cpm
27.02.2023 13:05:10	3	3.1 cps	186.0 cpm
27.02.2023 13:05:11	4	3.1 cps	186.0 cpm
27.02.2023 13:05:12	0	3.1 cps	186.0 cpm
27.02.2023 13:05:13	2	2.9 cps	174.0 cpm
27.02.2023 13:05:14	6	3.4 cps	204.0 cpm
27.02.2023 13:05:15	2	3.5 cps	210.0 cpm
27.02.2023 13:05:16	3	3.5 cps	210.0 cpm
27.02.2023 13:05:17	2	2.9 cps	174.0 cpm
27.02.2023 13:05:18	5	2.9 cps	174.0 cpm
27.02.2023 13:05:19	2	2.9 cps	174.0 cpm
27.02.2023 13:05:20	2	2.8 cps	168.0 cpm
27.02.2023 13:05:21	7	3.1 cps	186.0 cpm
27.02.2023 13:05:22	1	3.2 cps	192.0 cpm
27.02.2023 13:05:23	2	3.2 cps	192.0 cpm
27.02.2023 13:05:24	3	2.9 cps	174.0 cpm
27.02.2023 13:05:25	6	3.3 cps	198.0 cpm
27.02.2023 13:05:26	5	3.5 cps	210.0 cpm
27.02.2023 13:05:27	4	3.7 cps	222.0 cpm
27.02.2023 13:05:28	4	3.6 cps	216.0 cpm
27.02.2023 13:05:29	2	3.6 cps	216.0 cpm
27.02.2023 13:05:30	3	3.7 cps	222.0 cpm
27.02.2023 13:05:31	6	3.6 cps	216.0 cpm
27.02.2023 13:05:32	4	3.9 cps	234.0 cpm
27.02.2023 13:05:33	5	4.2 cps	252.0 cpm
27.02.2023 13:05:34	4	4.3 cps	258.0 cpm
27.02.2023 13:05:35	1	3.8 cps	228.0 cpm
27.02.2023 13:05:36	4	3.7 cps	222.0 cpm
27.02.2023 13:05:37	1	3.4 cps	204.0 cpm
27.02.2023 13:05:38	1	3.1 cps	186.0 cpm
27.02.2023 13:05:39	2	3.1 cps	186.0 cpm
27.02.2023 13:05:40	3	3.1 cps	186.0 cpm
27.02.2023 13:05:41	3	2.8 cps	168.0 cpm
27.02.2023 13:05:42	8	3.2 cps	192.0 cpm
27.02.2023 13:05:43	5	3.2 cps	192.0 cpm
27.02.2023 13:05:44	3	3.1 cps	186.0 cpm
27.02.2023 13:05:45	4	3.4 cps	204.0 cpm
27.02.2023 13:05:46	0	3.0 cps	180.0 cpm
27.02.2023 13:05:47	3	3.2 cps	192.0 cpm
27.02.2023 13:05:48	4	3.5 cps	210.0 cpm
27.02.2023 13:05:49	6	3.9 cps	234.0 cpm
27.02.2023 13:05:50	6	4.2 cps	252.0 cpm
27.02.2023 13:05:51	3	4.2 cps	252.0 cpm
27.02.2023 13:05:52	2	3.6 cps	216.0 cpm
27.02.2023 13:05:53	6	3.7 cps	222.0 cpm
27.02.2023 13:05:54	3	3.7 cps	222.0 cpm
27.02.2023 13:05:55	0	3.3 cps	198.0 cpm
27.02.2023 13:05:56	6	3.9 cps	234.0 cpm
27.02.2023 13:05:57	5	4.1 cps	246.0 cpm
27.02.2023 13:05:58	6	4.3 cps	258.0 cpm
27.02.2023 13:05:59	3	4.0 cps	240.0 cpm
27.02.2023 13:06:00	3	3.7 cps	222.0 cpm
27.02.2023 13:06:01	1	3.5 cps	210.0 cpm
27.02.2023 13:06:02	7	4.0 cps	240.0 cpm
27.02.2023 13:06:03	5	3.9 cps	234.0 cpm
27.02.2023 13:06:04	3	3.9 cps	234.0 cpm
27.02.2023 13:06:05	2	4.1 cps	246.0 cpm
27.02.2023 13:06:06	4	3.9 cps	234.0 cpm
27.02.2023 13:06:07	4	3.8 cps	228.0 cpm
27.02.2023 13:06:08	2	3.4 cps	204.0 cpm
27.02.2023 13:06:09	6	3.7 cps	222.0 cpm
27.02.2023 13:06:10	3	3.7 cps	222.0 cpm
27.02.2023 13:06:11	6	4.2 cps	252.0 cpm
27.02.2023 13:06:12	6	4.1 cps	246.0 cpm
27.02.2023 13:06:13	2	3.8 cps	228.0 cpm
27.02.2023 13:06:14	2	3.7 cps	222.0 cpm
27.02.2023 13:06:15	5	4.0 cps	240.0 cpm
27.02.2023 13:06:16	1	3.7 cps	222.0 cpm
27.02.2023 13:06:17	3	3.6 cps	216.0 cpm
27.02.2023 13:06:18	4	3.8 cps	228.0 cpm
27.02.2023 13:06:19	6	3.8 cps	228.0 cpm
27.02.2023 13:06:20	6	4.1 cps	246.0 cpm
27.02.2023 13:06:21	2	3.7 cps	222.0 cpm
27.02.2023 13:06:22	9	4.0 cps	240.0 cpm
27.02.2023 13:06:23	2	4.0 cps	240.0 cpm
27.02.2023 13:06:24	4	4.2 cps	252.0 cpm
27.02.2023 13:06:25	1	3.8 cps	228.0 cpm
27.02.2023 13:06:26	4	4.1 cps	246.0 cpm
27.02.2023 13:06:27	2	4.0 cps	240.0 cpm
27.02.2023 13:06:28	5	4.1 cps	246.0 cpm
27.02.2023 13:06:29	3	3.8 cps	228.0 cpm
27.02.2023 13:06:30	6	3.8 cps	228.0 cpm
27.02.2023 13:06:31	8	4.4 cps	264.0 cpm
27.02.2023 13:06:32	3	3.8 cps	228.0 cpm
27.02.2023 13:06:33	6	4.2 cps	252.0 cpm
27.02.2023 13:06:34	2	4.0 cps	240.0 cpm
27.02.2023 13:06:35	3	4.2 cps	252.0 cpm
27.02.2023 13:06:36	5	4.3 cps	258.0 cpm
27.02.2023 13:06:37	0	4.1 cps	246.0 cpm
27.02.2023 13:06:38	7	4.3 cps	258.0 cpm
27.02.2023 13:06:39	4	4.4 cps	264.0 cpm
27.02.2023 13:06:40	4	4.2 cps	252.0 cpm
27.02.2023 13:06:41	5	3.9 cps	234.0 cpm
27.02.2023 13:06:42	2	3.8 cps	228.0 cpm
27.02.2023 13:06:43	1	3.3 cps	198.0 cpm
27.02.2023 13:06:44	7	3.8 cps	228.0 cpm
27.02.2023 13:06:45	2	3.7 cps	222.0 cpm
27.02.2023 13:06:46	3	3.5 cps	210.0 cpm
27.02.2023 13:06:47	3	3.8 cps	228.0 cpm
27.02.2023 13:06:48	2	3.3 cps	198.0 cpm
27.02.2023 13:06:49	1	3.0 cps	180.0 cpm
27.02.2023 13:06:50	1	2.7 cps	162.0 cpm
27.02.2023 13:06:51	4	2.6 cps	156.0 cpm
27.02.2023 13:06:52	3	2.7 cps	162.0 cpm
27.02.2023 13:06:53	6	3.2 cps	192.0 cpm
27.02.2023 13:06:54	2	2.7 cps	162.0 cpm
27.02.2023 13:06:55	3	2.8 cps	168.0 cpm
27.02.2023 13:06:56	3	2.8 cps	168.0 cpm
27.02.2023 13:06:57	1	2.6 cps	156.0 cpm
27.02.2023 13:06:58	2	2.6 cps	156.0 cpm
27.02.2023 13:06:59	3	2.8 cps	168.0 cpm
27.02.2023 13:07:00	3	3.0 cps	180.0 cpm
27.02.2023 13:07:01	4	3.0 cps	180.0 cpm
27.02.2023 13:07:02	2	2.9 cps	174.0 cpm
27.02.2023 13:07:03	5	2.8 cps	168.0 cpm
27.02.2023 13:07:04	5	3.1 cps	186.0 cpm
27.02.2023 13:07:05	6	3.4 cps	204.0 cpm
27.02.2023 13:07:06	1	3.2 cps	192.0 cpm
27.02.2023 13:07:07	0	3.1 cps	186.0 cpm
27.02.2023 13:07:08	5	3.4 cps	204.0 cpm
27.02.2023 13:07:09	2	3.3 cps	198.0 cpm
27.02.2023 13:07:10	2	3.2 cps	192.0 cpm
27.02.2023 13:07:11	2	3.0 cps	180.0 cpm
27.02.2023 13:07:12	5	3.3 cps	198.0 cpm
27.02.2023 13:07:13	4	3.2 cps	192.0 cpm
27.02.2023 13:07:14	2	2.9 cps	174.0 cpm
27.02.2023 13:07:15	2	2.5 cps	150.0 cpm
27.02.2023 13:07:16	4	2.8 cps	168.0 cpm
27.02.2023 13:07:17	4	3.2 cps	192.0 cpm
27.02.2023 13:07:18	0	2.7 cps	162.0 cpm
27.02.2023 13:07:19	4	2.9 cps	174.0 cpm
27.02.2023 13:07:20	5	3.2 cps	192.0 cpm
27.02.2023 13:07:21	2	3.2 cps	192.0 cpm
27.02.2023 13:07:22	3	3.0 cps	180.0 cpm
27.02.2023 13:07:23	6	3.2 cps	192.0 cpm
27.02.2023 13:07:24	4	3.4 cps	204.0 cpm
27.02.2023 13:07:25	6	3.8 cps	228.0 cpm
27.02.2023 13:07:26	4	3.8 cps	228.0 cpm
27.02.2023 13:07:27	6	4.0 cps	240.0 cpm
27.02.2023 13:07:28	5	4.5 cps	270.0 cpm
27.02.2023 13:07:29	5	4.6 cps	276.0 cpm
27.02.2023 13:07:30	7	4.8 cps	288.0 cpm
27.02.2023 13:07:31	1	4.7 cps	282.0 cpm
27.02.2023 13:07:32	0	4.4 cps	264.0 cpm
27.02.2023 13:07:33	1	3.9 cps	234.0 cpm
27.02.2023 13:07:34	8	4.3 cps	258.0 cpm
27.02.2023 13:07:35	4	4.1 cps	246.0 cpm
27.02.2023 13:07:36	3	4.0 cps	240.0 cpm
27.02.2023 13:07:37	4	3.8 cps	228.0 cpm
27.02.2023 13:07:38	2	3.5 cps	210.0 cpm
27.02.2023 13:07:39	0	3.0 cps	180.0 cpm
27.02.2023 13:07:40	2	2.5 cps	150.0 cpm
27.02.2023 13:07:41	5	2.9 cps	174.0 cpm
27.02.2023 13:07:42	5	3.4 cps	204.0 cpm
27.02.2023 13:07:43	3	3.6 cps	216.0 cpm
27.02.2023 13:07:44	8	3.6 cps	216.0 cpm
27.02.2023 13:07:45	3	3.5 cps	210.0 cpm
27.02.2023 13:07:46	4	3.6 cps	216.0 cpm
27.02.2023 13:07:47	7	3.9 cps	234.0 cpm
27.02.2023 13:07:48	3	4.0 cps	240.0 cpm
27.02.2023 13:07:49	5	4.5 cps	270.0 cpm
27.02.2023 13:07:50	2	4.5 cps	270.0 cpm
27.02.2023 13:07:51	4	4.4 cps	264.0 cpm
27.02.2023 13:07:52	6	4.5 cps	270.0 cpm
27.02.2023 13:07:53	2	4.4 cps	264.0 cpm
27.02.2023 13:07:54	7	4.3 cps	258.0 cpm
27.02.2023 13:07:55	8	4.8 cps	288.0 cpm
27.02.2023 13:07:56	4	4.8 cps	288.0 cpm
27.02.2023 13:07:57	3	4.4 cps	264.0 cpm
27.02.2023 13:07:58	3	4.4 cps	264.0 cpm
27.02.2023 13:07:59	1	4.0 cps	240.0 cpm
27.02.2023 13:08:00	7	4.5 cps	270.0 cpm
27.02.2023 13:08:01	2	4.3 cps	258.0 cpm
27.02.2023 13:08:02	3	4.0 cps	240.0 cpm
27.02.2023 13:08:03	7	4.5 cps	270.0 cpm
27.02.2023 13:08:04	1	3.9 cps	234.0 cpm
27.02.2023 13:08:05	1	3.2 cps	192.0 cpm
27.02.2023 13:08:06	2	3.0 cps	180.0 cpm
27.02.2023 13:08:07	5	3.2 cps	192.0 cpm
27.02.2023 13:08:08	3	3.2 cps	192.0 cpm
27.02.2023 13:08:09	6	3.7 cps	222.0 cpm
27.02.2023 13:08:10	3	3.3 cps	198.0 cpm
27.02.2023 13:08:11	0	3.1 cps	186.0 cpm
27.02.2023 13:08:12	5	3.3 cps	198.0 cpm
27.02.2023 13:08:13	3	2.9 cps	174.0 cpm
27.02.2023 13:08:14	4	3.2 cps	192.0 cpm
27.02.2023 13:08:15	3	3.4 cps	204.0 cpm
27.02.2023 13:08:16	8	4.0 cps	240.0 cpm
27.02.2023 13:08:17	1	3.6 cps	216.0 cpm
27.02.2023 13:08:18	8	4.1 cps	246.0 cpm
27.02.2023 13:08:19	7	4.2 cps	252.0 cpm
27.02.2023 13:08:20	3	4.2 cps	252.0 cpm
27.02.2023 13:08:21	1	4.3 cps	258.0 cpm
27.02.2023 13:08:22	3	4.1 cps	246.0 cpm
27.02.2023 13:08:23	5	4.3 cps	258.0 cpm
27.02.2023 13:08:24	5	4.4 cps	264.0 cpm
27.02.2023 13:08:25	2	4.3 cps	258.0 cpm
27.02.2023 13:08:26	0	3.5 cps	210.0 cpm
27.02.2023 13:08:27	4	3.8 cps	228.0 cpm
27.02.2023 13:08:28	4	3.4 cps	204.0 cpm
27.02.2023 13:08:29	8	3.5 cps	210.0 cpm
27.02.2023 13:08:30	1	3.3 cps	198.0 cpm
27.02.2023 13:08:31	2	3.4 cps	204.0 cpm
27.02.2023 13:08:32	5	3.6 cps	216.0 cpm
27.02.2023 13:08:33	5	3.6 cps	216.0 cpm
27.02.2023 13:08:34	2	3.3 cps	198.0 cpm
27.02.2023 13:08:35	0	3.1 cps	186.0 cpm
27.02.2023 13:08:36	5	3.6 cps	216.0 cpm
27.02.2023 13:08:37	1	3.3 cps	198.0 cpm
27.02.2023 13:08:38	2	3.1 cps	186.0 cpm
27.02.2023 13:08:39	6	2.9 cps	174.0 cpm
27.02.2023 13:08:40	1	2.9 cps	174.0 cpm
27.02.2023 13:08:41	3	3.0 cps	180.0 cpm
27.02.2023 13:08:42	3	2.8 cps	168.0 cpm
27.02.2023 13:08:43	5	2.8 cps	168.0 cpm
27.02.2023 13:08:44	6	3.2 cps	192.0 cpm
27.02.2023 13:08:45	4	3.6 cps	216.0 cpm
27.02.2023 13:08:46	3	3.4 cps	204.0 cpm
27.02.2023 13:08:47	2	3.5 cps	210.0 cpm
27.02.2023 13:08:48	2	3.5 cps	210.0 cpm
27.02.2023 13:08:49	5	3.4 cps	204.0 cpm
27.02.2023 13:08:50	2	3.5 cps	210.0 cpm
27.02.2023 13:08:51	8	4.0 cps	240.0 cpm
27.02.2023 13:08:52	2	3.9 cps	234.0 cpm
27.02.2023 13:08:53	1	3.5 cps	210.0 cpm
27.02.2023 13:08:54	2	3.1 cps	186.0 cpm
27.02.2023 13:08:55	9	3.6 cps	216.0 cpm
27.02.2023 13:08:56	5	3.8 cps	228.0 cpm
27.02.2023 13:08:57	4	4.0 cps	240.0 cpm
27.02.2023 13:08:58	2	4.0 cps	240.0 cpm
27.02.2023 13:08:59	2	3.7 cps	222.0 cpm
27.02.2023 13:09:00	2	3.7 cps	222.0 cpm
27.02.2023 13:09:01	4	3.3 cps	198.0 cpm
27.02.2023 13:09:02	0	3.1 cps	186.0 cpm
27.02.2023 13:09:03	2	3.2 cps	192.0 cpm
27.02.2023 13:09:04	5	3.5 cps	210.0 cpm
27.02.2023 13:09:05	2	2.8 cps	168.0 cpm
27.02.2023 13:09:06	4	2.7 cps	162.0 cpm
27.02.2023 13:09:07	3	2.6 cps	156.0 cpm
27.02.2023 13:09:08	3	2.7 cps	162.0 cpm
27.02.2023 13:09:09	2	2.7 cps	162.0 cpm
27.02.2023 13:09:10	4	2.9 cps	174.0 cpm
27.02.2023 13:09:11	2	2.7 cps	162.0 cpm
27.02.2023 13:09:12	5	3.2 cps	192.0 cpm
27.02.2023 13:09:13	4	3.4 cps	204.0 cpm
27.02.2023 13:09:14	1	3.0 cps	180.0 cpm
27.02.2023 13:09:15	2	3.0 cps	180.0 cpm
27.02.2023 13:09:16	4	3.0 cps	180.0 cpm
27.02.2023 13:09:17	4	3.1 cps	186.0 cpm
27.02.2023 13:09:18	5	3.3 cps	198.0 cpm
27.02.2023 13:09:19	1	3.2 cps	192.0 cpm
27.02.2023 13:09:20	3	3.1 cps	186.0 cpm
27.02.2023 13:09:21	1	3.0 cps	180.0 cpm
27.02.2023 13:09:22	3	2.8 cps	168.0 cpm
27.02.2023 13:09:23	3	2.7 cps	162.0 cpm
27.02.2023 13:09:24	5	3.1 cps	186.0 cpm
27.02.2023 13:09:25	4	3.3 cps	198.0 cpm
27.02.2023 13:09:26	0	2.9 cps	174.0 cpm
27.02.2023 13:09:27	5	3.0 cps	180.0 cpm
27.02.2023 13:09:28	4	2.9 cps	174.0 cpm
27.02.2023 13:09:29	8	3.6 cps	216.0 cpm
27.02.2023 13:09:30	13	4.6 cps	276.0 cpm
27.02.2023 13:09:31	5	5.0 cps	300.0 cpm
27.02.2023 13:09:32	4	5.1 cps	306.0 cpm
27.02.2023 13:09:33	5	5.3 cps	318.0 cpm
27.02.2023 13:09:34	3	5.1 cps	306.0 cpm
27.02.2023 13:09:35	2	4.9 cps	294.0 cpm
27.02.2023 13:09:36	1	5.0 cps	300.0 cpm
27.02.2023 13:09:37	2	4.7 cps	282.0 cpm
27.02.2023 13:09:38	5	4.8 cps	288.0 cpm
27.02.2023 13:09:39	7	4.7 cps	282.0 cpm
27.02.2023 13:09:40	6	4.0 cps	240.0 cpm
27.02.2023 13:09:41	8	4.3 cps	258.0 cpm
27.02.2023 13:09:42	1	4.0 cps	240.0 cpm
27.02.2023 13:09:43	4	3.9 cps	234.0 cpm
27.02.2023 13:09:44	4	4.0 cps	240.0 cpm
27.02.2023 13:09:45	1	3.9 cps	234.0 cpm
27.02.2023 13:09:46	0	3.8 cps	228.0 cpm
27.02.2023 13:09:47	3	3.9 cps	234.0 cpm
27.02.2023 13:09:48	4	3.8 cps	228.0 cpm
27.02.2023 13:09:49	4	3.5 cps	210.0 cpm
27.02.2023 13:09:50	0	2.9 cps	174.0 cpm
27.02.2023 13:09:51	3	2.4 cps	144.0 cpm
27.02.2023 13:09:52	3	2.6 cps	156.0 cpm
27.02.2023 13:09:53	5	2.7 cps	162.0 cpm
27.02.2023 13:09:54	5	2.8 cps	168.0 cpm
27.02.2023 13:09:55	7	3.4 cps	204.0 cpm
27.02.2023 13:09:56	4	3.8 cps	228.0 cpm
27.02.2023 13:09:57	2	3.7 cps	222.0 cpm
27.02.2023 13:09:58	2	3.5 cps	210.0 cpm
27.02.2023 13:09:59	6	3.7 cps	222.0 cpm
27.02.2023 13:10:00	2	3.9 cps	234.0 cpm
27.02.2023 13:10:01	2	3.8 cps	228.0 cpm
27.02.2023 13:10:02	6	4.1 cps	246.0 cpm
27.02.2023 13:10:03	3	3.9 cps	234.0 cpm
27.02.2023 13:10:04	4	3.8 cps	228.0 cpm
27.02.2023 13:10:05	1	3.2 cps	192.0 cpm
27.02.2023 13:10:06	1	2.9 cps	174.0 cpm
27.02.2023 13:10:07	3	3.0 cps	180.0 cpm
27.02.2023 13:10:08	1	2.9 cps	174.0 cpm
27.02.2023 13:10:09	2	2.5 cps	150.0 cpm
27.02.2023 13:10:10	6	2.9 cps	174.0 cpm
27.02.2023 13:10:11	5	3.2 cps	192.0 cpm
27.02.2023 13:10:12	2	2.8 cps	168.0 cpm
27.02.2023 13:10:13	6	3.1 cps	186.0 cpm
27.02.2023 13:10:14	4	3.1 cps	186.0 cpm
27.02.2023 13:10:15	2	3.2 cps	192.0 cpm
27.02.2023 13:10:16	6	3.7 cps	222.0 cpm
27.02.2023 13:10:17	3	3.7 cps	222.0 cpm
27.02.2023 13:10:18	5	4.1 cps	246.0 cpm
27.02.2023 13:10:19	8	4.7 cps	282.0 cpm
27.02.2023 13:10:20	3	4.4 cps	264.0 cpm
27.02.2023 13:10:21	3	4.2 cps	252.0 cpm
27.02.2023 13:10:22	1	4.1 cps	246.0 cpm
27.02.2023 13:10:23	5	4.0 cps	240.0 cpm
27.02.2023 13:10:24	2	3.8 cps	228.0 cpm
27.02.2023 13:10:25	1	3.7 cps	222.0 cpm
27.02.2023 13:10:26	2	3.3 cps	198.0 cpm
27.02.2023 13:10:27	3	3.3 cps	198.0 cpm
27.02.2023 13:10:28	2	3.0 cps	180.0 cpm
27.02.2023 13:10:29	6	2.8 cps	168.0 cpm
27.02.2023 13:10:30	5	3.0 cps	180.0 cpm
27.02.2023 13:10:31	5	3.2 cps	192.0 cpm
27.02.2023 13:10:32	7	3.8 cps	228.0 cpm
27.02.2023 13:10:33	1	3.4 cps	204.0 cpm
27.02.2023 13:10:34	3	3.5 cps	210.0 cpm
27.02.2023 13:10:35	4	3.8 cps	228.0 cpm
27.02.2023 13:10:36	7	4.3 cps	258.0 cpm
27.02.2023 13:10:37	3	4.3 cps	258.0 cpm
27.02.2023 13:10:38	4	4.5 cps	270.0 cpm
27.02.2023 13:10:39	2	4.1 cps	246.0 cpm
27.02.2023 13:10:40	7	4.3 cps	258.0 cpm
27.02.2023 13:10:41	3	4.1 cps	246.0 cpm
27.02.2023 13:10:42	4	3.8 cps	228.0 cpm
27.02.2023 13:10:43	6	4.3 cps	258.0 cpm
27.02.2023 13:10:44	4	4.4 cps	264.0 cpm
27.02.2023 13:10:45	2	4.2 cps	252.0 cpm
27.02.2023 13:10:46	1	3.6 cps	216.0 cpm
27.02.2023 13:10:47	3	3.6 cps	216.0 cpm
27.02.2023 13:10:48	6	3.8 cps	228.0 cpm
27.02.2023 13:10:49	2	3.8 cps	228.0 cpm
27.02.2023 13:10:50	1	3.2 cps	192.0 cpm
27.02.2023 13:10:51	2	3.1 cps	186.0 cpm
27.02.2023 13:10:52	3	3.0 cps	180.0 cpm
27.02.2023 13:10:53	4	2.8 cps	168.0 cpm
27.02.2023 13:10:54	8	3.2 cps	192.0 cpm
27.02.2023 13:10:55	3	3.3 cps	198.0 cpm
27.02.2023 13:10:56	4	3.6 cps	216.0 cpm
27.02.2023 13:10:57	4	3.7 cps	222.0 cpm
27.02.2023 13:10:58	1	3.2 cps	192.0 cpm
27.02.2023 13:10:59	2	3.2 cps	192.0 cpm
27.02.2023 13:11:00	2	3.3 cps	198.0 cpm
27.02.2023 13:11:01	3	3.4 cps	204.0 cpm
27.02.2023 13:11:02	1	3.2 cps	192.0 cpm
27.02.2023 13:11:03	8	3.6 cps	216.0 cpm
27.02.2023 13:11:04	6	3.4 cps	204.0 cpm
27.02.2023 13:11:05	2	3.3 cps	198.0 cpm
27.02.2023 13:11:06	3	3.2 cps	192.0 cpm
27.02.2023 13:11:07	7	3.5 cps	210.0 cpm
27.02.2023 13:11:08	7	4.1 cps	246.0 cpm
27.02.2023 13:11:09	3	4.2 cps	252.0 cpm
27.02.2023 13:11:10	2	4.2 cps	252.0 cpm
27.02.2023 13:11:11	5	4.4 cps	264.0 cpm
27.02.2023 13:11:12	1	4.4 cps	264.0 cpm
27.02.2023 13:11:13	2	3.8 cps	228.0 cpm
27.02.2023 13:11:14	3	3.5 cps	210.0 cpm
27.02.2023 13:11:15	4	3.7 cps	222.0 cpm
27.02.2023 13:11:16	1	3.5 cps	210.0 cpm
27.02.2023 13:11:17	6	3.4 cps	204.0 cpm
27.02.2023 13:11:18	1	2.8 cps	168.0 cpm
27.02.2023 13:11:19	1	2.6 cps	156.0 cpm
27.02.2023 13:11:20	6	3.0 cps	180.0 cpm
27.02.2023 13:11:21	5	3.0 cps	180.0 cpm
